;genre;filename;year;number;score;sentence1;sentence2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
1129;main-news;headlines;2013;10;1.4;['tropical', 'storm', 'heads', 'for', 'pass', 'along', 'honduras', 'coast'];['tropical', 'storm', 'warnings', 'for', 'southeast', 'coast'];0.689357791;;;;0.571428571;0.428571429
1130;main-news;headlines;2013;19;0.75;['suicide', 'bomber', 'kills', '12', 'in', 'nigeria', 'church'];['suicide', 'bomber', 'kills', '21', 'in', 'nw', 'pakistan'];0.747853302;0.825631067;0.833025438;;0.571428571;0.571428571
1131;main-news;headlines;2013;28;3.4;['us', 'says', 'ready', 'to', 'help', 'blind', 'chinese', 'activist'];['us', 'ready', 'to', 'help', 'chinese', 'activist', ':', 'official'];0.892534708;1;1;;0.75;0.625
1132;main-news;headlines;2013;34;4.8;['gazans', 'fire', '2', 'rockets', 'into', 'israel', 'no', 'injuries'];['2', 'gaza', 'rockets', 'hit', 'israel', 'no', 'injuries'];0.879807692;0.926657428;0.928098147;;0.666666667;0.666666667
1133;main-news;headlines;2013;52;0.4;['berri', 'says', 'ready', 'to', 'help', 'launch', 'national', 'unity', 'government'];['the', 'perception', 'of', 'spain', 'has', 'changed', 'dramatically', 'with', 'this', 'government'];0.585364769;0.415843928;0.499818251;;0.105263158;0.105263158
1134;main-news;headlines;2013;54;1.8;['13', 'dead', 'in', 'iraq', 'bomb', 'attacks'];['16', 'killed', 'in', 'north', 'iraq', 'attacks'];0.759009772;0.676030255;0.707106781;;0.5;0.5
1135;main-news;headlines;2013;61;2.4;['hurricane', 'isaac', 'moves', 'inland', 'after', 'landfall'];['hurricane', 'isaac', 'batters', 'us', 'coast', 'near', 'new', 'orleans'];0.579017876;0.741098227;0.754762076;;0.285714286;0.285714286
1136;main-news;headlines;2013;65;1.6;['nigeria', 'mourns', 'over', '193', 'people', 'killed', 'in', 'plane', 'crash'];['nigeria', 'opens', 'probe', 'into', 'deadly', 'air', 'crash'];0.580091453;0.561878989;0.577350269;;0.25;0.25
1137;main-news;headlines;2013;82;3.2;['icc', 'jails', 'congolese', 'warlord', 'for', '14', 'years', 'over', 'child', 'soldiers'];['congolese', 'warlord', 'sentenced', 'to', '14', 'years', 'in', 'landmark', 'case', '-', 'video'];0.641612311;0.621469267;0.648829292;;0.380952381;0.380952381
1138;main-news;headlines;2013;103;0.4;['7', 'soldiers', 'killed', '56', 'injured', 'in', 'pkk', 'attack', 'in', 'eastern', 'turkey'];['3', 'killed', '14', 'injured', 'in', 'attacks', 'in', 'iraq'];0.721420533;0.87669369;0.885207054;;0.421052632;0.736842105
1139;main-news;headlines;2013;116;4;['schiphol', 'airport', 'partly', 'evacuated', 'after', 'bomb', 'threat'];['schiphol', 'airport', 'evacuated', 'due', 'to', 'bomb', 'threat'];0.743974151;0.911377926;0.866025404;;0.714285714;0.571428571
1140;main-news;headlines;2013;132;0.8;['mier', 'ups', '2012', 'growth', 'forecast', 'to', '42pc'];['cmie', 'cuts', '2012-13', 'growth', 'forecast', 'to', '63', '%'];0.708769912;0.810695337;0.707106781;;0.4;0.266666667
1141;main-news;headlines;2013;166;1.4;['activists', ':', 'syrian', 'troops', 'storm', 'damascus', 'suburb'];['activist', 'says', 'syrian', 'citizen', 'cameraman', 'killed', 'in', 'homs'];0.630894353;0.298923409;0.312471322;0;0.133333333;0.266666667
1142;main-news;headlines;2013;190;1.8;"['tehran', ':', 'eu', 'sanctions', 'wo', ""n't"", 'force', 'iran', 'into', 'nuclear', 'talks']";['low', 'expectations', 'for', 'iran', 'nuclear', 'talks'];0.670832612;0.470842704;0.599554086;;0.352941176;0.352941176
1143;main-news;headlines;2013;191;2.2;['portugal', 'drownings', ':', 'uk', 'girl', 'and', 'grandad', 'named'];['british', 'girl', 'and', 'grandad', 'drown', 'in', 'portugal'];0.813455928;0.899359369;0.905026929;;0.533333333;0.533333333
1144;main-news;headlines;2013;216;3.2;['iran', 'powers', 'set', 'for', 'high-stakes', 'nuclear', 'talks'];['us', 'iran', 'prepare', 'for', 'istanbul', 'nuclear', 'talks'];0.844217046;0.759823993;0.806900377;;0.571428571;0.571428571
1145;main-news;headlines;2013;218;1.2;['syrian', 'forces', 'kill', 'teen', 'in', 'aleppo', 'protests'];['syrian', 'forces', 'kill', '3', 'protesters', 'in', 'damascus-activists'];0.760823314;0.217842212;0.228458028;0;0.571428571;0.571428571
1146;main-news;headlines;2013;251;1.25;['jaguar', 'to', 'create', '1100', 'jobs', 'in', 'uk'];['royal', 'mail', 'to', 'create', '1000', 'jobs'];0.552069599;0.59441533;0.577350269;;0.461538462;0.307692308
1147;main-news;headlines;2013;259;4.2;['iraq', 'searches', 'syria', 'bound', 'iran', 'plane', ':', 'officials'];['iraq', 'searches', 'syrian-bound', 'iranian', 'plane'];0.771996561;0.880597558;0.903115556;;0.461538462;0.461538462
1148;main-news;headlines;2013;268;2.6;['syria', 'fighting', 'rages', 'as', 'russia', 'urges', 'western', 're-think'];['syria', 'fighting', 'rages', 'in', 'capital', 'russia', 'pressed'];0.848605287;1;1;;0.533333333;0.8
1149;main-news;headlines;2013;270;3.6;"['erdogan', ""'s"", 'party', 'submits', 'plan', 'for', 'turkish', 'presidency']";"['erdogan', ""'s"", 'party', 'aims', 'for', 'turkish', 'presidency']";0.905615548;0.662814158;0.707106781;;0.8;0.4
1150;main-news;headlines;2013;285;0.4;['publisher', 'acquitted', 'in', 'privacy', 'case'];['pbs', 'publishes', 'new', 'guidelines', 'on', 'impartiality'];0.323356039;0.091438515;0.091495791;0;0;0
1151;main-news;headlines;2013;291;0;['samsung', 'overtakes', 'nokia', 'in', 'phones'];['charges', 'over', 'dog', 'attack', 'on', 'police'];0.381786249;;;;0;0
1152;main-news;headlines;2013;293;5;['gu', 'kailai', 'murder', 'trial', 'ends', 'in', 'china'];"['gu', 'kailai', ""'s"", 'murder', 'trial', 'ends', 'in', 'china']";1;1;1;;0.933333333;0.8
1153;main-news;headlines;2013;305;4.4;"['not', ""'hiding"", 'the', 'ball', ""'"", 'on', 'russia', ':', 'obama']";"['obama', 'says', 'he', ""'s"", 'not', ""'hiding"", 'the', 'ball', ""'"", 'on', 'russia']";0.89155389;0.846198744;0.847032339;;0.8;0.4
1154;main-news;headlines;2013;309;4.8;['england', 'captain', 'andrew', 'strauss', 'retires', 'from', 'professional', 'cricket'];['england', 'captain', 'strauss', 'retires', 'from', 'cricket'];0.897701123;0.92783799;0.916956861;;0.857142857;0.714285714
1155;main-news;headlines;2013;316;3.6;['china', 'backs', 'sri', 'lanka', 'on', 'un', 'resolution'];['war', 'crimes', ':', 'china', 'backs', 'lanka', 'on', 'un', 'resolution'];0.904094369;0.946851943;0.944482202;;0.75;0.625
1156;main-news;headlines;2013;325;3.8;['ton', 'up', ':', 'tendulkar', 'reaches', '100th', 'international', 'hundred'];"['sachin', 'tendulkar', ""'s"", 'reaches', '100', 'centuries', '-', 'in', 'pictures']";0.684793752;0.397995685;0.455104487;0;0.235294118;0.352941176
1157;main-news;headlines;2013;335;0.2;['conspiracy', 'against', 'me', '-', 'lance'];['day', 'begins', 'amid', 'panic'];0.329426467;0.179237643;0.194353079;0;0;0
1158;main-news;headlines;2013;367;3.8;['mursi', 'takes', 'oath', 'of', 'office', 'becomes', 'egyptian', 'president'];['morsi', 'to', 'take', 'oath', 'as', 'first', 'egypt', 'civilian', 'president'];0.72214904;0.817693627;0.777566666;;0.235294118;0.352941176
1159;main-news;headlines;2013;373;2.2;['syrian', 'opposition', 'pleads', 'for', 'criminal', 'court', 'action'];['syrian', 'opposition', 'leader', 'criticizes', 'us'];0.647670348;0.81087745;0.815708916;;0.333333333;0.333333333
1160;main-news;headlines;2013;375;4;['sunderland', '2-2', 'bolton', ':', 'davies', 'double', 'gets', 'trotters', 'a', 'point', 'but', 'they', 'stay', 'in', 'bottom', 'three'];['sunderland', '2-2', 'bolton', ':', 'davies', 'in', 'at', 'the', 'double'];0.732790927;0.827761022;0.776397283;;0.56;0.32
1161;main-news;headlines;2013;379;2.6;['syrian', 'forces', 'shell', 'towns', 'clash', 'with', 'rebels'];['syrian', 'forces', 'and', 'rebels', 'clash', 'in', 'coastal', 'province'];0.770267235;0.434820901;0.630229405;0;0.533333333;0.533333333
1162;main-news;headlines;2013;390;0.6;['bahraini', 'protesters', 'and', 'police', 'clash', 'after', 'funeral'];['greek', 'protesters', 'police', 'clash', 'as', 'bailout', 'deal', 'in', 'limbo'];0.585835444;0.683272596;0.70448699;;0.375;0.375
1163;main-news;headlines;2013;405;4.4;['apple', 'buying', 'security', 'firm', 'authentec', 'for', '$', '356', 'million'];['news', 'summary', ':', 'apple', 'buying', 'authentec', 'for', '$', '356m'];0.604652321;0.870773941;0.887182902;;0.555555556;0.222222222
1164;main-news;headlines;2013;417;4;['trade', 'newspaper', 'variety', 'up', 'for', 'sale'];['hollywood', 'trade', 'publication', 'variety', 'put', 'up', 'for', 'sale'];0.811658591;0.953135544;0.985977375;;0.714285714;0.571428571
1165;main-news;headlines;2013;423;0.8;['australians', 'flee', 'homes', 'amid', 'floods'];['australian', 'speaker', 'steps', 'aside'];0.660612702;0.306309002;0.291262952;0;0;0.222222222
1166;main-news;headlines;2013;443;2;['germany', 'dodges', 'recession', 'with', 'growth', 'in', 'first', 'quarter'];['eurozone', 'avoids', 'recession', 'in', 'q1', 'thanks', 'to', 'germany'];0.764414474;0.802722988;0.811287593;;0.375;0.375
1167;main-news;headlines;2013;452;1.4;['asian', 'stocks', 'rise', 'after', 'greek', 'vote', 'eases', 'fears'];['oil', 'rises', 'after', 'greek', 'election', 'result'];0.789942878;;;;0.285714286;0.428571429
1168;main-news;headlines;2013;459;3;['british', 'soldier', 'killed', 'in', 'southern', 'afghanistan'];['two', 'british', 'soldiers', 'killed', 'in', 'afghanistan'];0.874025069;1;1;;0.666666667;0.833333333
1169;main-news;headlines;2013;463;0.6;['obama', 'silent', 'on', 'china', 'dissident'];['obama', 'to', 'visit', 'korean', 'dmz'];0.275583198;0.550747182;0.548073694;0;0.2;0
1170;main-news;headlines;2013;472;2;['suicide', 'bomber', 'kills', '6', 'in', 'afghan', 'capital'];['suicide', 'bomber', 'kills', '37', 'at', 'mosque', 'in', 'afghanistan'];0.653274176;0.8425716;0.809329456;;0.533333333;0.533333333
1171;main-news;headlines;2013;480;4.6;"['denver', 'shooting', ':', 'police', 'to', 'detonate', 'devices', 'in', 'suspect', ""'s"", 'home']";"['police', 'to', 'detonate', 'devices', 'in', 'colorado', 'shooting', 'suspect', ""'s"", 'home']";0.924981227;0.832765899;0.855926199;;0.857142857;0.666666667
1172;main-news;headlines;2013;485;1.4;['syria', 'hands', 'over', 'bodies', 'of', 'journalists'];['syria', 'tv', 'says', 'govt', 'troops', 'free', 'captive', 'journalists'];0.669737081;0.848116346;0.877263169;;0.285714286;0.285714286
1173;main-news;headlines;2013;506;4.5;['coroner', ':', 'whitney', 'houston', 'died', 'in', 'bathtub'];['coroner', 'confirms', 'whitney', 'houston', 'found', 'in', 'bathtub'];0.902006691;0.824413639;0.8;;0.714285714;0.714285714
1174;main-news;headlines;2013;510;0.8;['japan', 'suffers', 'severe', 'flooding', '-', 'in', 'pictures'];['oklahoma', 'wildfires', 'destroy', 'homes', '-', 'in', 'pictures'];0.593427482;0;0;0;0.428571429;0.285714286
1175;main-news;headlines;2013;513;0;['japan', 'to', 'deport', 'chinese', 'held', 'over', 'island', 'landing'];['german', 'court', 'weighs', 'delay', 'to', 'euro', 'fund', 'ruling'];0.459617528;0.261604644;0.263032742;0;0.125;0
1176;main-news;headlines;2013;516;4.4;['some', 'syria', 'violence', 'amounts', 'to', 'civil', 'war-red', 'cross'];['some', 'syria', 'violence', 'qualifies', 'as', 'civil', 'war', '-red', 'cross'];0.849328036;0.719533017;0.816496581;;0.588235294;0.588235294
1177;main-news;headlines;2013;529;1;['romney', 'wins', 'nevada', 'caucus'];['romney', 'shifts', 'focus', 'to', 'santorum', 'ahead', 'caucuses'];0.654766526;;;;0.181818182;0.181818182
1178;main-news;headlines;2013;546;3.4;['apple', 'ipad', 'mini', 'makes', 'debut'];['apple', 'ipad', 'mini', 'makes', 'debut', 'in', 'asia'];0.853519321;0.727329012;0.778462857;;0.833333333;0.666666667
1179;main-news;headlines;2013;559;0.6;['hamas', 'hangs', 'three', 'gaza', 'prisoners'];['myanmar', 'announces', 'release', 'of', 'prisoners'];0.495219287;0.508049345;0.533351041;;0.2;0.2
1180;main-news;headlines;2013;562;1;['east', 'timor', 'votes', 'in', 'presidential', 'election'];['venezuelans', 'urged', 'to', 'vote', 'in', 'presidential', 'election'];0.780283898;0.566305715;0.636950513;;0.461538462;0.615384615
1181;main-news;headlines;2013;573;2.8;['sunday', 'times', 'journalist', 'marie', 'colvin', 'killed', 'in', 'syria'];"['sunday', 'times', 'journalist', 'french', 'photographer', ""'killed"", 'in', 'syria', ""'""]";0.860434382;0.78357016;0.801988927;;0.588235294;0.588235294
1182;main-news;headlines;2013;574;1.6;['kl', 'shares', 'higher', 'at', 'mid-afternoon'];['kl', 'shares', 'lower', 'at', 'mid-morning'];0.742307489;1;1;;0.6;0.4
1183;main-news;headlines;2013;575;2.4;['chicago', 'teachers', 'strike', 'in', 'bitter', 'contract', 'dispute'];['chicago', 'teachers', 'union', 'delegates', 'could', 'end', 'strike'];0.693616265;1;1;;0.428571429;0.428571429
1184;main-news;headlines;2013;595;0.8;['israel', 'to', 'free', 'palestinian', 'hunger', 'striker'];['israel', 'asks', 'us', 'for', 'arms', 'that', 'could', 'aid', 'iran', 'strike'];0.5691738;0.567487737;0.682324378;;0.125;0.125
1185;main-news;headlines;2013;608;4.4;"['not', 'a', 'good', 'beginning', ':', 'hollande', ""'s"", 'plane', 'hit', 'by', 'lightning', 'en', 'route', 'to', 'berlin']";"['french', 'president', 'francois', 'hollande', ""'s"", 'plane', 'hit', 'by', 'lightning', 'en', 'route', 'to', 'berlin']";0.804502391;0.94432838;0.853193875;;0.714285714;0.5
1186;main-news;headlines;2013;628;4.8;['afghan', 'parliament', 'votes', 'to', 'oust', 'key', 'ministers'];['afghan', 'parliament', 'votes', 'to', 'remove', 'key', 'ministers'];0.96;0.734439236;0.707106781;;0.857142857;0.714285714
1187;main-news;headlines;2013;642;3.4;['attacker', 'in', 'afghan', 'uniform', 'kills', '2', 'nato', 'troops'];['man', 'in', 'afghan', 'army', 'uniform', 'kills', 'nato', 'soldier'];0.791536328;0.674590868;0.697008776;;0.625;0.625
1188;main-news;headlines;2013;644;3.8;['cheap', 'generics', 'no', 'panacea', 'for', 'india', '’', 's', 'poorest'];"['cheap', 'cancer', 'drugs', 'no', 'cure', 'for', 'india', ""'s"", 'poorest']";0.80226915;0.653956152;0.72091011;;0.555555556;0.444444444
1189;main-news;headlines;2013;653;4.5;"[""'arrest"", 'warrant', ""'"", 'for', 'maldives', 'ex-president']";['maldives', 'court', 'issues', 'arrest', 'warrant', 'for', 'former', 'president'];0.740396822;0;0.558032856;;0.428571429;0.285714286
1190;main-news;headlines;2013;655;2.2;['hrw', ':', 'jordan', 'turning', 'away', 'palestinian', 'refugees', 'from', 'syria'];['report', ':', 'jordan', 'biased', 'over', 'palestinians', 'from', 'syria'];0.687019039;0.80566568;0.806488444;;0.470588235;0.352941176
1191;main-news;headlines;2013;672;4;['syrian', 'forces', 'overrun', 'rebel', 'stronghold'];['syria', 'army', 'takes', 'northern', 'rebel', 'stronghold'];0.625217662;0.6709266;0.652837548;;0.363636364;0.363636364
1192;main-news;headlines;2013;675;1;['chinese', 'stocks', 'close', 'higher', 'midday', 'friday'];['chinese', 'stocks', 'open', 'lower', 'friday'];0.716167037;0.640788999;0.745696749;;0.545454545;0.545454545
1193;main-news;headlines;2013;681;2.6;['sandy', 'slams', 'into', 'northeast', 'at', 'least', '18', 'dead', '74m', 'without', 'power'];['eastern', 'us', 'storms', 'leave', '2', 'dead', 'in', 'va', '2', 'million', 'without', 'power'];0.526590527;0.842952449;0.854809254;0;0.260869565;0.173913043
1194;main-news;headlines;2013;684;1;['putin', 'declares', 'victory', 'in', 'russia', 'presidential', 'vote'];['complaints', 'in', 'russian', 'election', 'mount'];0.516139707;0.266559963;0.291021141;0;0.166666667;0.166666667
1195;main-news;headlines;2013;692;1.4;['supreme', 'court', 'to', 'hear', 'voting', 'rights', 'act', 'case'];['supreme', 'court', 'to', 'hear', 'corporate', 'human', 'rights', 'case'];0.824813754;1;1;;0.75;0.625
1196;main-news;headlines;2013;699;4;['libya', 'postpones', 'assembly', 'election', 'to', 'july', '7'];['libya', 'postpones', 'landmark', 'election', 'to', 'july', '7'];0.896040456;0.87518522;0.938063302;;0.857142857;0.714285714
1197;main-news;headlines;2013;704;4.2;"['london', '2012', 'olympics', 'opening', 'ceremony', ""'to"", 'feature', 'a', 'green', 'and', 'pleasant', 'land', ""'""]";"['london', '2012', 'olympics', ':', 'opening', 'ceremony', 'to', 'be', 'a', ""'green"", 'and', 'pleasant', 'land', ""'"", 'says', 'danny', 'boyle']";0.898104258;0.970911903;0.982115389;;0.666666667;0.466666667
1198;main-news;headlines;2013;714;3.8;['pakistan', 'blocks', 'twitter', 'over', 'anti-islamic', 'material'];"['pakistan', 'blocks', 'twitter', 'over', ""'blasphemy"", ""'""]";0.955779009;1;1;;0.666666667;0.666666667
1199;main-news;headlines;2013;715;3.8;['annan', 'to', 'visit', 'syrian', 'refugees', 'in', 'turkey', 'tuesday'];['annan', 'to', 'visit', 'syrian', 'refugees', 'in', 'turkey', 'before', 'iran'];0.819377566;0.815222447;0.709651314;;0.823529412;0.588235294
1200;main-news;headlines;2013;748;2.4;['pakistani', 'pm', 'shocked', 'at', 'avalanche', 'trapping', 'army', 'personnel'];['pakistan', 'avalanche', ':', 'rescuers', 'search', 'for', 'buried', 'soldiers'];0.500842057;0.222111833;0.225804143;0;0.125;0.125
1201;main-news;headlines;2014;1;0.4;"['opposition', 'leaders', 'emerge', 'to', 'commemorate', 'cambodian', 'workers', ""'"", 'deaths']";['cambodia', 'opposition', 'leaders', 'summoned', 'to', 'court'];0.647654722;0.532048575;0.593322939;;0.4;0.266666667
1202;main-news;headlines;2014;44;2.2;['mali', 'due', 'to', 'vote', 'for', 'president'];['mali', 'counts', 'votes', 'after', 'presidential', 'runoff'];0.660313564;0.65103152;0.633227371;;0.166666667;0.333333333
1203;main-news;headlines;2014;51;4.4;['pussy', 'riot', 'member', 'alyokhina', 'released', 'from', 'jail', 'in', 'russia'];['pussy', 'riot', 'member', 'maria', 'alyokhina', 'freed', 'from', 'jail'];0.858189287;0.860668568;0.87280728;;0.705882353;0.588235294
1204;main-news;headlines;2014;53;3.6;['asiana', 'jet', 'crash', 'lands', 'at', 'san', 'francisco', 'airport'];['plane', 'crash', 'lands', 'at', 'san', 'francisco', 'airport'];0.952380952;1;1;;0.8;0.533333333
1205;main-news;headlines;2014;67;2.2;['blizzard', 'hammers', 'us', 'northeast', 'five', 'dead', '700000', 'lose', 'power'];['blizzard', 'wallops', 'us', 'northeast', 'closes', 'roads'];0.694289737;0.663291949;0.759450902;;0.4;0.4
1206;main-news;headlines;2014;72;5;['2', 'french', 'journalists', 'killed', 'in', 'mali'];['two', 'french', 'journalists', 'killed', 'in', 'mali'];1;1;1;;0.833333333;1
1207;main-news;headlines;2014;74;4.2;['vehicles', 'ablaze', 'in', 'collapsed', 'japan', 'tunnel'];"['vehicles', ""'left"", 'burning', ""'"", 'as', 'smoke', 'emits', 'from', 'japan', 'tunnel']";0.70393546;0.510117138;0.5;;0.375;0.375
1208;main-news;headlines;2014;99;1.8;['china', 'stocks', 'close', 'lower', 'on', 'friday'];['china', 'stocks', 'close', 'higher', 'on', 'wednesday'];0.800462593;0.979855384;0.977054666;;0.666666667;0.666666667
1209;main-news;headlines;2014;104;1.4;['mayor', 'says', '14', 'dead', 'in', 'texas', 'fertilizer', 'plant', 'blast'];['rescuers', 'search', 'for', 'survivors', 'of', 'texas', 'fertiliser', 'plant', 'blast'];0.74881917;0.742106613;0.792498145;;0.333333333;0.444444444
1210;main-news;headlines;2014;115;2.2;['cbn', 'reiterates', 'plan', 'to', 'phase', 'out', 'polymer', 'notes'];['nigeria', 'announces', 'plans', 'to', 'change', 'polymer', 'naira', 'notes'];0.74612785;0.654933984;0.670117886;;0.375;0.375
1211;main-news;headlines;2014;122;3.8;['us', 'files', 'espionage', 'charges', 'agains', 'nsa', 'leaker'];['us', 'files', 'espionage', 'charges', 'against', 'snowden', 'over', 'leaks'];0.763094051;0.708354694;0.766653305;;0.533333333;0.8
1212;main-news;headlines;2014;126;4.2;"['chinese', 'general', ""'s"", 'son', 'gets', '10', 'years', 'jail', 'for', 'rape']";['chinese', 'general', '’', 's', 'son', 'gets', '10', 'years', '’', 'jail', 'for', 'gang-rape'];0.933291008;0;0.790473655;;0.727272727;0.636363636
1213;main-news;headlines;2014;163;2;"['where', ""'s"", 'rusty', 'red', 'panda', 'vanishes', 'from', 'national', 'zoo']";['missing', 'red', 'panda', 'returned', 'safely', 'to', 'national', 'zoo'];0.742048683;0.741219156;0.770117216;;0.470588235;0.470588235
1214;main-news;headlines;2014;174;5;['queen', 'beatrix', 'of', 'the', 'netherlands', 'to', 'abdicate', 'for', 'son'];['queen', 'beatrix', 'of', 'the', 'netherlands', 'abdicates', 'in', 'favour', 'of', 'son'];0.88982423;1;1;;0.631578947;0.421052632
1215;main-news;headlines;2014;226;3.8;['us', 'dumps', 'bombs', 'at', 'great', 'barrier', 'reef'];"['us', 'military', 'jettisons', 'bombs', 'near', 'australia', ""'s"", 'great', 'barrier', 'reef']";0.799078096;0.795296394;0.820348129;;0.588235294;0.588235294
1216;main-news;headlines;2014;227;1.2;['38', 'taliban', 'militants', 'killed', 'in', 'afghanistan'];['taliban', 'attacks', 'us', 'base', 'in', 'afghanistan'];0.713679102;0.770123683;0.74329865;;0.5;0.5
1217;main-news;headlines;2014;244;2.2;['most', 'powerful', 'typhoon', 'of', '2013', 'hits', 'the', 'philippines'];['23', 'missing', 'as', 'typhoon', 'utor', 'hits', 'philippines'];0.650114497;1;1;;0.4;0.4
1218;main-news;headlines;2014;247;1.4;['calls', 'for', 'more', 'egypt', 'protests'];['death', 'toll', 'from', 'egypt', 'protests', 'rises', 'to', '49'];0.637815125;0.710925852;0.755392998;;0.307692308;0.307692308
1219;main-news;headlines;2014;271;2.4;"['us', 'government', ""'on"", 'the', 'edge', 'of', 'shutdown', ""'""]";['obama', 'rejects', 'gop', 'offer', 'to', 'ease', 'shutdown'];0.569875215;0.768449915;0.750840791;;0.133333333;0.133333333
1220;main-news;headlines;2014;303;3;['123', 'killed', 'in', 'fighting', 'in', 'northern', 'syria'];['many', 'killed', 'in', 'syrian', 'air', 'strike'];0.585406595;0.607086133;0.5;;0.461538462;0.461538462
1221;main-news;headlines;2014;309;3.2;['critics', 'say', 'putin', '’', 's', 'security', 'restrictions', 'violate', 'rights'];"['putin', ""'s"", 'security', 'decree', 'for', 'sochi', 'draws', 'ire', 'of', 'critics']";0.707788687;0.820743807;0.843777996;;0.315789474;0.315789474
1222;main-news;headlines;2014;313;3.8;['egypt', 'braces', 'for', 'more', 'protests', 'prays', 'for', 'calm'];['egypt', 'braces', 'for', 'more', 'protests', 'over', 'morsi', 'prays', 'for', 'calm'];0.939201067;1;1;;0.888888889;0.666666667
1223;main-news;headlines;2014;315;3;['morsi', 'supporters', 'protest', 'in', 'egypt'];['morsi', 'backers', 'defiant', 'in', 'face', 'of', 'egypt', 'govt', 'threat'];0.725416484;0.827372209;0.82797494;;0.428571429;0.285714286
1224;main-news;headlines;2014;321;2;['stocks', 'rise', 'in', 'early', 'trading'];['us', 'stocks', 'ease', 'in', 'choppy', 'trading'];0.708063532;;;;0.545454545;0.545454545
1225;main-news;headlines;2014;326;2.8;['bangladesh', 'building', 'collapse', 'death', 'toll', 'hits', '540', ':', 'army'];['bangladesh', 'building-collapse', 'toll', 'tops', '600'];0.78126638;0.5999726;0.615862888;;0.285714286;0.285714286
1226;main-news;headlines;2014;329;4;"['defiant', 'mugabe', 'sworn', 'in', 'for', 'seventh', 'term', 'blasts', ""'vile"", ""'"", 'west']";['mugabe', 'sworn', 'in', 'for', 'another', 'term'];0.654441347;;;0;0.588235294;0.352941176
1227;main-news;headlines;2014;344;4.6;['nelson', 'mandela', 'in', 'hospital', 'for', 'tests'];['south', 'africa', ':', 'mandela', 'in', 'hospital', 'for', 'tests'];0.795845151;0.754022942;0.773533797;;0.714285714;0.571428571
1228;main-news;headlines;2014;345;4;['iran', 'six', 'global', 'powers', 'sign', 'landmark', 'nuclear', 'deal'];['iran', 'world', 'powers', 'agree', 'nuclear', 'deal'];0.867156051;0.514588552;0.646732938;;0.571428571;0.714285714
1229;main-news;headlines;2014;382;2.2;['algeria', 'mounts', 'military', 'operation', 'to', 'rescue', 'al', 'qaeda', 'hostages'];['algeria', 'mulls', 'international', 'force', 'for', 'hostages'];0.645249786;0.710458588;0.741313384;;0.266666667;0.266666667
1230;main-news;headlines;2014;386;3.4;['delhi', 'gang', 'rape', 'victim', 'dies', 'in', 'singapore', 'hospital'];['delhi', 'gang', 'rape', 'victim', 'flown', 'to', 'singapore', 'hospital'];0.895334949;0.861025505;0.894427191;;0.75;0.75
1231;main-news;headlines;2014;387;3.4;['birth', 'control', 'linked', 'with', 'higher', 'glaucoma', 'risk'];"['contraceptive', 'pill', ""'doubles"", 'glaucoma', 'risk', ""'""]";0.650324158;0.66059633;0.739066178;;0.307692308;0.307692308
1232;main-news;headlines;2014;399;3.4;['malaysia', 'sets', 'may', '5', 'as', 'date', 'for', 'closely', 'contested', 'election'];['malaysia', 'sets', 'date', 'for', 'landmark', 'elections'];0.740192636;0.760776819;0.757683806;;0.5;0.5
1233;main-news;headlines;2014;409;4.2;['dhawan', 'smashes', 'india', 'to', 'big', 'win', 'over', 'south', 'africa'];['dhawan', 'ton', 'sets', 'up', 'india', 'trophy', 'win', 'over', 'south', 'africa'];0.741170569;0.625322036;0.707106781;;0.631578947;0.526315789
1234;main-news;headlines;2014;415;3.8;['n', 'korea', 'postpones', 'family', 'reunions'];['north', 'korea', 'postpones', 'war-torn', 'family', 'unions'];0.891337623;0.891412031;0.922253275;;0.545454545;0.727272727
1235;main-news;headlines;2014;423;2.6;['syria', 'rejects', 'us', 'uk', 'chemical', 'arms', 'claims'];['us', 'suspects', 'syria', 'used', 'chemical', 'weapons'];0.837507581;0.801470424;0.858758233;;0.461538462;0.615384615
1236;main-news;headlines;2014;428;2.2;['egypt', 'arrests', 'muslim', 'brotherhood', 'supreme', 'guide'];['egypt', 'bans', 'muslim', 'brotherhood', 'group'];0.717816325;1;1;;0.545454545;0.545454545
1237;main-news;headlines;2014;431;0.4;['gunmen', 'kill', 'nine', 'people', 'in', 'northwest', 'pakistan'];['gunmen', 'kill', '3', 'policemen', 'in', 'iraq'];0.709611376;0.873798522;0.883840749;;0.461538462;0.461538462
1238;main-news;headlines;2014;444;1.8;['news', 'summary', 'for', 'march', '11'];['news', 'summary', 'for', 'january', '14'];0.789473684;0.802790852;0.748730538;;0.6;0.4
1239;main-news;headlines;2014;454;1;['hawaii', 'passes', 'gay', 'marriage', 'bill'];['us', 'senate', 'passes', 'gay', 'workers', 'bill'];0.700906923;0.585895023;0.622073266;0;0.545454545;0.545454545
1240;main-news;headlines;2014;463;1.6;['syrian', 'opposition', 'urges', 'eu', 'to', 'send', 'arms', 'to', 'rebels'];['syrian', 'opposition', 'meets', 'to', 'choose', 'interim', 'pm'];0.646500395;0.607284347;0.631144597;;0.5;0.25
